id,Gene_name,gene_biotype,Chr,Start,End,Strand,TGFb_m_av,TGFb_12h_av,TBFb_48h_av,12h_fold_change,48h_fold_change,12h_padj,48h_padj,TGFb_m_1_TPM,TGFb_m_2_TPM,TGFb_12h_1_TPM,TGFb_12h_2_TPM,TGFb_48h_1_TPM,TGFb_48h_2_TPM
ENSG00000214655,ZSWIM8,protein_coding,10,73785606,73801797,+,8.86,16.39,25.725,1.849887133,2.903498871,3.35E-06,2.45E-30,8.57,9.15,14.43,18.35,23.91,27.54
ENSG00000154080,CHST9,protein_coding,18,26906481,27185308,-,8.855,13.96,14.82,1.576510446,1.673630717,0.000521472,3.63E-05,7.74,9.97,13.17,14.75,16.03,13.61
ENSG00000119711,ALDH6A1,protein_coding,14,74056847,74084492,-,8.85,6.485,4.18,0.732768362,0.472316384,0.010195463,4.95E-09,9.28,8.42,6.61,6.36,3.99,4.37
ENSG00000164327,RICTOR,protein_coding,5,38937920,39074399,-,8.85,9.41,9.99,1.063276836,1.128813559,0.996249179,0.871460142,6.77,10.93,10.34,8.48,10.45,9.53
ENSG00000198732,SMOC1,protein_coding,14,69854131,70032366,+,8.845,6.92,5.635,0.782362917,0.637083098,0.116509262,0.002972865,7.66,10.03,6.02,7.82,4.75,6.52
ENSG00000144395,CCDC150,protein_coding,2,196639554,196763490,+,8.845,8.485,8.25,0.959299039,0.932730356,0.837660333,0.74026645,9.61,8.08,6.51,10.46,7.99,8.51
ENSG00000204410,MSH5,protein_coding,6,31739677,31762676,+,8.835,8.785,6.99,0.99434069,0.791171477,0.880271409,0.347148393,7.68,9.99,8.97,8.6,8.7,5.28
ENSG00000160194,NDUFV3,protein_coding,21,42879644,42913304,+,8.835,10.905,10.415,1.234295416,1.178834182,0.451709364,0.562515057,8.39,9.28,11.1,10.71,10.58,10.25
ENSG00000146263,MMS22L,protein_coding,6,97142161,97283217,-,8.83,9.265,6.02,1.049263873,0.681766704,0.958317193,0.000169287,8.24,9.42,10.74,7.79,5.55,6.49
ENSG00000120158,RCL1,protein_coding,9,4792944,4885917,+,8.825,8.59,8.605,0.973371105,0.975070822,0.854402115,0.840001634,6.72,10.93,9.3,7.88,9.74,7.47
ENSG00000117461,PIK3R3,protein_coding,1,46040140,46133036,-,8.825,10.12,9.47,1.14674221,1.073087819,0.748381166,0.94889926,8.93,8.72,9.18,11.06,9.96,8.98
ENSG00000114126,TFDP2,protein_coding,3,141944428,142149544,-,8.825,10.185,10.61,1.154107649,1.202266289,0.796634169,0.395277158,8.9,8.75,11.84,8.53,11.07,10.15
ENSG00000125386,FAM193A,protein_coding,4,2536647,2732573,+,8.825,10.115,12.69,1.146175637,1.43796034,0.690190103,0.00604354,8.43,9.22,9.97,10.26,11.47,13.91
ENSG00000176124,DLEU1,lncRNA,13,50082169,50906856,+,8.82,8.39,6.605,0.951247166,0.748866213,0.804569165,0.139124279,9.37,8.27,6.18,10.6,6.33,6.88
ENSG00000178149,DALRD3,protein_coding,3,49015488,49022293,-,8.82,8.575,9.985,0.972222222,1.132086168,0.822031288,0.82120813,9.36,8.28,7.58,9.57,9.68,10.29
ENSG00000213398,LCAT,protein_coding,16,67939750,67944131,-,8.82,14.95,28.755,1.695011338,3.260204082,0.092193658,3.25E-10,9.57,8.07,14.48,15.42,28.2,29.31
ENSG00000131910,NR0B2,protein_coding,1,26911489,26913975,-,8.815,11.475,7.93,1.301758366,0.89960295,0.556209006,0.651567014,8.09,9.54,11.45,11.5,7.05,8.81
ENSG00000100949,RABGGTA,protein_coding,14,24265538,24271611,-,8.815,10.955,10.31,1.242768009,1.169597277,0.648806068,0.739874462,7.31,10.32,10.93,10.98,10.17,10.45
ENSG00000128242,GAL3ST1,protein_coding,22,30554635,30574665,-,8.815,13.775,10.465,1.562677255,1.187180942,0.069113609,0.67741295,8.02,9.61,14.72,12.83,10.07,10.86
ENSG00000257949,TEN1,protein_coding,17,75979240,76000586,+,8.815,15.8,15.67,1.792399319,1.77765173,0.065500239,0.029476584,9.78,7.85,13.02,18.58,15.2,16.14
ENSG00000175727,MLXIP,protein_coding,12,122078756,122147344,+,8.815,9.235,16.91,1.047646058,1.918321044,0.955388104,8.04E-14,8.22,9.41,9.75,8.72,16.81,17.01
ENSG00000165507,DEPP1,protein_coding,10,44970981,44978809,-,8.81,4.275,9.775,0.485244041,1.10953462,7.79E-05,0.870362181,9.07,8.55,4.27,4.28,9.87,9.68
ENSG00000011132,APBA3,protein_coding,19,3750772,3761692,-,8.81,10.665,12.255,1.210556186,1.391032917,0.738830865,0.261635309,7.34,10.28,12.09,9.24,10.56,13.95
ENSG00000149929,HIRIP3,protein_coding,16,29992330,29996074,-,8.805,8.575,6.155,0.973878478,0.699034639,0.866450748,0.162001589,10.33,7.28,7.21,9.94,6.29,6.02
ENSG00000106392,C1GALT1,protein_coding,7,7156934,7248616,+,8.805,9.495,11.435,1.078364566,1.298693924,0.971876834,0.26103899,9.92,7.69,9.99,9,12.25,10.62
ENSG00000134278,SPIRE1,protein_coding,18,12446512,12658107,-,8.805,14.14,24.425,1.605905735,2.77399205,0.003844247,1.38E-18,9.84,7.77,14.8,13.48,25.51,23.34
ENSG00000234964,FABP5P7,processed_pseudogene,11,59781318,59781722,-,8.795,7.255,6.305,0.824900512,0.716884594,0.791756595,0.575520833,9.09,8.5,8.71,5.8,5.18,7.43
ENSG00000166352,IFTAP,protein_coding,11,36594369,36675695,+,8.795,9.085,10.56,1.03297328,1.200682206,0.965708505,0.745208286,8.23,9.36,9.33,8.84,9.99,11.13
ENSG00000100479,POLE2,protein_coding,14,49643555,49688422,-,8.79,9.345,5.155,1.063139932,0.586461889,0.999941865,0.019056681,8.02,9.56,9.08,9.61,5.5,4.81
ENSG00000140577,CRTC3,protein_coding,15,90529923,90645345,+,8.79,11.07,9.47,1.259385666,1.077360637,0.261663105,0.927187038,8.71,8.87,10.63,11.51,9.17,9.77
ENSG00000142178,SIK1,protein_coding,21,43414483,43427131,-,8.79,11.255,9.49,1.280432309,1.07963595,0.81111776,0.980104361,9.66,7.92,11.74,10.77,9.48,9.5
ENSG00000032219,ARID4A,protein_coding,14,58298504,58373887,+,8.79,11.05,10.13,1.257110353,1.152445961,0.392108772,0.649593832,7.19,10.39,11.42,10.68,9.89,10.37
ENSG00000060069,CTDP1,protein_coding,18,79679803,79754503,+,8.79,9.285,10.445,1.056313993,1.188282139,0.981814409,0.494778507,9.3,8.28,9,9.57,10.49,10.4
ENSG00000114209,PDCD10,protein_coding,3,167683298,167734939,-,8.79,10.155,10.935,1.155290102,1.244027304,0.860157747,0.593753551,8.92,8.66,10.57,9.74,11.17,10.7
ENSG00000144959,NCEH1,protein_coding,3,172630249,172711218,-,8.79,9.57,11.725,1.088737201,1.333902162,0.941679333,0.11293366,8.68,8.9,10.04,9.1,10.32,13.13
ENSG00000154429,CCSAP,protein_coding,1,229321011,229343294,-,8.785,8.305,7.91,0.945361411,0.900398406,0.476904945,0.21812935,8.51,9.06,8.52,8.09,7.83,7.99
ENSG00000159259,CHAF1B,protein_coding,21,36385392,36419015,+,8.77,8.505,4.355,0.969783352,0.496579247,0.681483243,5.29E-08,8.81,8.73,8.19,8.82,4.24,4.47
ENSG00000175322,ZNF519,protein_coding,18,14057457,14132490,-,8.77,10.29,6.09,1.17331813,0.694412771,0.759265088,0.034937526,7.7,9.84,9.13,11.45,5.63,6.55
ENSG00000085274,MYNN,protein_coding,3,169773396,169789716,+,8.77,8.77,8.18,1,0.9327252,0.823587004,0.500885278,8.45,9.09,9.12,8.42,8.01,8.35
ENSG00000175265,GOLGA8A,protein_coding,15,34378935,34437808,-,8.77,10.185,10.47,1.161345496,1.193842645,0.588018491,0.30103175,8.45,9.09,10.52,9.85,10.05,10.89
ENSG00000172977,KAT5,protein_coding,11,65711996,65719604,+,8.77,16.7,11.45,1.904218928,1.305587229,0.008447029,0.47050082,10.63,6.91,16.97,16.43,11.86,11.04
ENSG00000147364,FBXO25,protein_coding,8,406428,477967,+,8.77,12.3,13.5,1.402508552,1.539338655,0.062033016,0.005561582,8.36,9.18,12.73,11.87,15.23,11.77
ENSG00000122515,ZMIZ2,protein_coding,7,44748581,44769881,+,8.77,11.055,16.105,1.26054732,1.836374002,0.41409609,2.57E-05,7.24,10.3,10.85,11.26,15.22,16.99
ENSG00000162378,ZYG11B,protein_coding,1,52726453,52827336,+,8.765,10.99,9.255,1.253850542,1.055904164,0.124234564,0.997885262,8.35,9.18,11.21,10.77,9.95,8.56
ENSG00000170836,PPM1D,protein_coding,17,60600193,60666280,+,8.76,10.69,11.215,1.220319635,1.280251142,0.5050824,0.207893082,8.1,9.42,10.89,10.49,11.32,11.11
ENSG00000113119,TMCO6,protein_coding,5,140639435,140645408,+,8.755,9.745,10.98,1.113078241,1.254140491,0.940786574,0.610441351,10.83,6.68,8.19,11.3,9.45,12.51
ENSG00000122484,RPAP2,protein_coding,1,92299059,92402056,+,8.75,7.59,5.77,0.867428571,0.659428571,0.409465102,0.001376868,7.74,9.76,6.28,8.9,5.63,5.91
ENSG00000177200,CHD9,protein_coding,16,53054991,53329150,+,8.75,6.94,6.77,0.793142857,0.773714286,0.112346395,0.578125809,7.15,10.35,8.21,5.67,4.61,8.93
ENSG00000241058,NSUN6,protein_coding,10,18545561,18659285,-,8.75,10.6,8.78,1.211428571,1.003428571,0.651024939,0.869079758,8.03,9.47,9.8,11.4,7.94,9.62
ENSG00000175213,ZNF408,protein_coding,11,46701030,46705912,+,8.75,8.785,9.14,1.004,1.044571429,0.894515952,0.978269325,7.74,9.76,8.99,8.58,9.56,8.72
ENSG00000136874,STX17,protein_coding,9,99906654,99974534,+,8.75,12.98,11.325,1.483428571,1.294285714,0.006142856,0.204684396,8.97,8.53,12.23,13.73,13.06,9.59
ENSG00000157895,C12orf43,protein_coding,12,121000486,121016502,-,8.745,9.355,7.52,1.069754145,0.859919954,0.993439635,0.381743265,8.49,9,10.16,8.55,7.92,7.12
ENSG00000120925,RNF170,protein_coding,8,42849637,42897290,-,8.745,18.17,26.945,2.077758719,3.081189251,1.06E-07,4.62E-23,7.65,9.84,18.49,17.85,26.98,26.91
ENSG00000169609,C15orf40,protein_coding,15,82988441,83011641,-,8.74,9.085,10.16,1.039473684,1.162471396,0.9609316,0.718622115,7.85,9.63,8.76,9.41,11.2,9.12
ENSG00000126804,ZBTB1,protein_coding,14,64503712,64533690,+,8.74,13.65,13.91,1.561784897,1.591533181,0.001911783,0.000457782,8.41,9.07,14,13.3,13.85,13.97
ENSG00000149743,TRPT1,protein_coding,11,64223799,64226254,-,8.74,12.26,15.82,1.402745995,1.81006865,0.432389923,0.01706061,8.66,8.82,11.16,13.36,16.15,15.49
ENSG00000152683,SLC30A6,protein_coding,2,32165841,32224379,+,8.735,8.955,8.16,1.025186033,0.934172868,0.90035988,0.444887536,8.11,9.36,8.4,9.51,8.16,8.16
ENSG00000112658,SRF,protein_coding,6,43171269,43181506,+,8.735,8.955,10.07,1.025186033,1.152833429,0.889596426,0.608553551,8.6,8.87,9.14,8.77,9.17,10.97
ENSG00000111752,PHC1,protein_coding,12,8913896,8941467,+,8.735,9.9,13.74,1.133371494,1.572982255,0.770654749,8.03E-05,8.82,8.65,10.19,9.61,13.63,13.85
ENSG00000126249,PDCD2L,protein_coding,19,34404399,34426168,+,8.73,4.715,4.96,0.540091638,0.568155785,0.035326935,0.036680626,8.13,9.33,5.25,4.18,5,4.92
ENSG00000148835,TAF5,protein_coding,10,103367966,103389065,+,8.73,8.895,5.28,1.018900344,0.604810997,0.888960214,0.000208128,8.67,8.79,9.09,8.7,5.01,5.55
ENSG00000162419,GMEB1,protein_coding,1,28668778,28719353,+,8.73,8.535,7.91,0.97766323,0.906071019,0.730856942,0.356846154,8.64,8.82,8.16,8.91,8.22,7.6
ENSG00000131187,F12,protein_coding,5,177402133,177416583,-,8.725,13.925,12.65,1.595988539,1.449856734,0.011495656,0.050078056,8.82,8.63,15.13,12.72,11.65,13.65
ENSG00000148690,FRA10AC1,protein_coding,10,93667883,93702592,-,8.72,6.53,5.85,0.748853211,0.67087156,0.095224152,0.011530152,9.09,8.35,7.08,5.98,5.68,6.02
ENSG00000258366,RTEL1,protein_coding,20,63657810,63696253,+,8.72,12.245,8.175,1.404243119,0.9375,0.137511181,0.649522956,7.15,10.29,12.08,12.41,7.2,9.15
ENSG00000105662,CRTC1,protein_coding,19,18683678,18782333,+,8.72,11.02,9.335,1.263761468,1.070527523,0.377281178,0.961807485,8.19,9.25,11.03,11.01,8.87,9.8
ENSG00000141452,RMC1,protein_coding,18,23503470,23531822,+,8.72,10.555,11.075,1.21043578,1.270068807,0.661549042,0.400619297,7.9,9.54,10.7,10.41,10.81,11.34
ENSG00000170088,TMEM192,protein_coding,4,165070608,165208549,-,8.715,7.24,6.04,0.830751578,0.693057946,0.200601607,0.009869625,9.66,7.77,7.75,6.73,6.69,5.39
ENSG00000126391,FRMD8,protein_coding,11,65386621,65413525,+,8.715,22.885,36.395,2.625932301,4.176133104,2.67E-20,2.63E-61,8.35,9.08,23.81,21.96,36.37,36.42
ENSG00000183579,ZNRF3,protein_coding,22,28883572,29057488,+,8.71,7.93,4.89,0.910447761,0.561423651,0.295258586,9.62E-08,8.11,9.31,8.05,7.81,4.51,5.27
ENSG00000133027,PEMT,protein_coding,17,17505563,17591708,-,8.71,9.22,6.61,1.058553387,0.758897819,0.996320607,0.351922276,7.74,9.68,8.82,9.62,5.8,7.42
ENSG00000173821,RNF213,protein_coding,17,80260852,80398794,+,8.7,11.74,11.45,1.349425287,1.316091954,0.00497974,0.002585415,8.3,9.1,10.91,12.57,11.41,11.49
ENSG00000224916,APOC4-APOC2,protein_coding,19,44942238,44949565,+,8.695,9.72,6.915,1.117883841,0.795284646,0.908671777,0.1993525,8.52,8.87,10.85,8.59,7.1,6.73
ENSG00000278852,,misc_RNA,1,11845549,11845697,+,8.69,9.3,1.84,1.070195627,0.211737629,NA,NA,4.98,12.4,13.49,5.11,0.6,3.08
ENSG00000120526,NUDCD1,protein_coding,8,109240919,109334121,-,8.69,9.535,7.975,1.097238205,0.917721519,0.933523362,0.512754856,8.29,9.09,10.03,9.04,8.83,7.12
ENSG00000183856,IQGAP3,protein_coding,1,156525405,156572604,-,8.69,14.805,10.31,1.703682394,1.186421174,1.63E-07,0.366646954,8.44,8.94,15.34,14.27,10.26,10.36
ENSG00000248103,,lncRNA,5,181281375,181283652,+,8.685,6.815,7.315,0.784686241,0.842256765,0.653689612,0.703671786,9.15,8.22,5.82,7.81,5.86,8.77
ENSG00000167720,SRR,protein_coding,17,2303383,2325260,+,8.685,11.16,7.37,1.284974093,0.848589522,0.60406243,0.472738229,8.41,8.96,12.39,9.93,8.21,6.53
ENSG00000154447,SH3RF1,protein_coding,4,169094259,169270956,-,8.685,7.435,7.82,0.85607369,0.900402994,0.204784206,0.326256987,8.59,8.78,8.13,6.74,7.12,8.52
ENSG00000130714,POMT1,protein_coding,9,131502789,131523806,+,8.675,11.545,10.215,1.330835735,1.177521614,0.357233073,0.64256602,8.09,9.26,13.28,9.81,11.31,9.12
ENSG00000160145,KALRN,protein_coding,3,124033369,124726325,+,8.67,9.55,6.365,1.101499423,0.734140715,0.921739758,0.037999734,9.37,7.97,9.38,9.72,6.47,6.26
ENSG00000250575,,unprocessed_pseudogene,1,491225,493241,-,8.67,6.76,8.615,0.779700115,0.993656286,0.348390693,0.878606334,7.86,9.48,6.94,6.58,8.42,8.81
ENSG00000084112,SSH1,protein_coding,12,108778191,108857590,-,8.67,8.72,11.39,1.005767013,1.31372549,0.77660735,0.048218393,8.74,8.6,8.54,8.9,12.16,10.62
ENSG00000088826,SMOX,protein_coding,20,4120980,4187747,+,8.67,18.1,49.63,2.087658593,5.724336794,4.90E-07,2.87E-70,8.91,8.43,17.76,18.44,51.19,48.07
ENSG00000106012,IQCE,protein_coding,7,2558972,2614733,+,8.665,7.335,7.67,0.846508944,0.885170225,0.101878803,0.251746779,8.61,8.72,7.63,7.04,8.56,6.78
ENSG00000088899,LZTS3,protein_coding,20,3162617,3173549,-,8.665,5.745,7.69,0.663012118,0.887478361,0.000837414,0.225233005,8.11,9.22,6.42,5.07,7.79,7.59
ENSG00000101004,NINL,protein_coding,20,25452697,25585531,-,8.665,15.07,25.485,1.739180612,2.941142527,6.23E-06,8.10E-29,8.47,8.86,16.48,13.66,27.86,23.11
ENSG00000173559,NABP1,protein_coding,2,191678068,191741097,+,8.66,4.645,4.815,0.536374134,0.556004619,1.47E-05,8.88E-05,7.61,9.71,4.43,4.86,5.33,4.3
ENSG00000151725,CENPU,protein_coding,4,184694085,184734130,-,8.66,9.025,4.895,1.042147806,0.565242494,0.967844137,0.007818715,9.29,8.03,7.89,10.16,5.67,4.12
ENSG00000139239,RPL14P1,processed_pseudogene,12,62965325,62965969,+,8.66,7.865,6.76,0.908198614,0.780600462,0.816044639,0.566336333,9.82,7.5,7.32,8.41,8.84,4.68
ENSG00000114446,IFT57,protein_coding,3,108160812,108222435,-,8.66,9.46,7.49,1.092378753,0.864896074,0.955970687,0.541998202,7.79,9.53,8.95,9.97,5.73,9.25
ENSG00000260804,LINC01963,lncRNA,2,216217045,216220192,+,8.655,9.625,7.745,1.112073946,0.894858463,0.879319165,0.356417274,8.2,9.11,9.21,10.04,8.15,7.34
ENSG00000115568,ZNF142,protein_coding,2,218633329,218659655,-,8.645,9.25,7.73,1.069982649,0.894158473,0.981556896,0.125686667,8.12,9.17,9.71,8.79,7.7,7.76
ENSG00000172943,PHF8,protein_coding,X,53936676,54048958,-,8.645,6.945,9.54,0.80335454,1.103528051,0.046993284,0.842296599,8.32,8.97,6.45,7.44,8.22,10.86
ENSG00000157036,EXOG,protein_coding,3,38496127,38542161,+,8.645,9.115,9.85,1.054366686,1.139386929,0.987149388,0.837311563,7.78,9.51,7.6,10.63,7.51,12.19
ENSG00000119820,YIPF4,protein_coding,2,32277904,32316594,+,8.645,9.17,13.825,1.060728745,1.599190283,0.988287576,0.002837057,8.38,8.91,7.51,10.83,15.67,11.98
ENSG00000154920,EME1,protein_coding,17,50373220,50381483,+,8.64,8.88,6.015,1.027777778,0.696180556,0.942281001,0.076010971,9.17,8.11,8.69,9.07,5.25,6.78
ENSG00000151498,ACAD8,protein_coding,11,134253548,134265855,+,8.64,10.08,7.675,1.166666667,0.888310185,0.785773332,0.467446272,9.4,7.88,10.21,9.95,7.67,7.68
ENSG00000106868,SUSD1,protein_coding,9,112040783,112175297,-,8.64,17.84,23.855,2.064814815,2.76099537,6.94E-09,4.81E-21,8.46,8.82,18.01,17.67,23.49,24.22
ENSG00000125675,GRIA3,protein_coding,X,123184153,123490915,+,8.635,4.715,3.675,0.546033584,0.425593515,0.023616855,0.001513919,8.72,8.55,3.8,5.63,3.8,3.55
ENSG00000136631,VPS45,protein_coding,1,150067279,150145329,+,8.635,10.84,9.905,1.255356109,1.147075854,0.504838331,0.757055673,9.03,8.24,11.28,10.4,10.77,9.04
ENSG00000197153,H3C12,protein_coding,6,27890315,27893106,-,8.63,6.115,4.72,0.708574739,0.546929316,0.541850628,0.198773012,9.37,7.89,7.25,4.98,4.54,4.9
ENSG00000184979,USP18,protein_coding,22,18150118,18177397,+,8.63,9.635,7.07,1.116454229,0.819235226,0.906932896,0.270045182,9.03,8.23,9.28,9.99,6.86,7.28
ENSG00000136816,TOR1B,protein_coding,9,129803157,129811281,+,8.63,9.115,10.07,1.056199305,1.166859791,0.987608638,0.701240114,9.1,8.16,8.63,9.6,11.18,8.96
ENSG00000157800,SLC37A3,protein_coding,7,140293693,140404433,-,8.63,10.425,13.125,1.207995365,1.520857474,0.640020006,0.016658382,7.51,9.75,11.19,9.66,13.63,12.62
ENSG00000111653,ING4,protein_coding,12,6650301,6663142,-,8.63,10.07,16.815,1.166859791,1.948435689,0.847280215,0.002337385,9.09,8.17,10.01,10.13,16.58,17.05
ENSG00000198948,MFAP3L,protein_coding,4,169986597,170033031,-,8.63,11.37,19.655,1.317497103,2.277520278,0.157718363,7.36E-13,8.82,8.44,11.99,10.75,21.72,17.59
ENSG00000025156,HSF2,protein_coding,6,122399551,122433119,+,8.625,6.965,5.765,0.807536232,0.668405797,0.210389503,0.011881563,7.95,9.3,7.34,6.59,5.75,5.78
ENSG00000160439,RDH13,protein_coding,19,55039108,55071291,-,8.625,7.235,5.95,0.83884058,0.689855072,0.389678847,0.038450922,7.86,9.39,6.7,7.77,5.9,6
ENSG00000205670,SMIM11,protein_coding,21,34375480,34416961,+,8.625,6.82,6.72,0.790724638,0.779130435,0.517104612,0.412264317,9.01,8.24,6.08,7.56,5.93,7.51
ENSG00000130559,CAMSAP1,protein_coding,9,135808487,135907546,-,8.625,7.92,11.095,0.91826087,1.286376812,0.374004777,0.105944121,7.62,9.63,7.87,7.97,10.84,11.35
ENSG00000174871,CNIH2,protein_coding,11,66278175,66285301,+,8.62,7.535,11.785,0.87412993,1.367169374,0.600695534,0.291473211,8.36,8.88,6.98,8.09,11.22,12.35
ENSG00000205746,PKD1P4,transcribed_unprocessed_pseudogene,16,18334400,18352476,-,8.62,8.81,11.895,1.022041763,1.379930394,0.936940255,0.248487151,9.73,7.51,8.35,9.27,11.11,12.68
ENSG00000145337,PYURF,protein_coding,4,88520998,88523776,-,8.615,6.495,5.335,0.753917586,0.619268717,0.256069648,0.039106354,8.77,8.46,6.23,6.76,4.89,5.78
ENSG00000255072,PIGY,protein_coding,4,88520998,88523776,-,8.615,6.495,5.335,0.753917586,0.619268717,0.256069648,0.039106354,8.77,8.46,6.23,6.76,4.89,5.78
ENSG00000166446,CDYL2,protein_coding,16,80597907,80804598,-,8.615,9.415,12.58,1.092861288,1.460243761,0.947179752,0.054773683,10.35,6.88,9.27,9.56,14.12,11.04
ENSG00000196369,SRGAP2B,protein_coding,1,144887265,145095528,-,8.615,13.985,15.07,1.623331399,1.749274521,0.000117146,3.00E-07,8.16,9.07,14.91,13.06,15.3,14.84
ENSG00000266173,STRADA,protein_coding,17,63682336,63741986,-,8.61,12.26,12.375,1.423925668,1.43728223,0.14807616,0.08369905,8.65,8.57,12.23,12.29,11.81,12.94
ENSG00000037637,FBXO42,protein_coding,1,16246840,16352480,-,8.605,9.6,7.585,1.115630447,0.881464265,0.868806352,0.250997494,8.99,8.22,8.73,10.47,6.96,8.21
ENSG00000112186,CAP2,protein_coding,6,17393595,17557780,+,8.605,10.53,10.6,1.223707147,1.231841952,0.547505296,0.411211793,8.51,8.7,10.33,10.73,10.32,10.88
ENSG00000169967,MAP3K2,protein_coding,2,127298668,127388465,-,8.605,10.05,12.85,1.167925625,1.493317838,0.540445565,0.000130221,9.17,8.04,10.01,10.09,13.02,12.68
ENSG00000169188,APEX2,protein_coding,X,55000363,55009057,+,8.6,7.93,7.315,0.922093023,0.850581395,0.586675578,0.259954405,7.95,9.25,8.51,7.35,7.29,7.34
ENSG00000156398,SFXN2,protein_coding,10,102714538,102743492,+,8.595,8.245,6.14,0.95927865,0.714368819,0.778520223,0.065395309,8.6,8.59,8.94,7.55,6.54,5.74
ENSG00000170619,COMMD5,protein_coding,8,144841042,144853736,-,8.595,9.915,8.16,1.153577661,0.94938918,0.854887514,0.752909928,8.49,8.7,8.7,11.13,8.53,7.79
ENSG00000255769,GOLGA2P10,transcribed_unprocessed_pseudogene,15,82472993,82513950,-,8.595,5.485,8.195,0.638161722,0.953461315,0.187473303,0.806915659,9.11,8.08,4.02,6.95,8.14,8.25
ENSG00000151632,AKR1C2,protein_coding,10,4987775,5018031,-,8.59,9.375,2.215,1.091385332,0.257857974,0.962509742,3.72E-07,8.07,9.11,8.38,10.37,1.77,2.66
ENSG00000133789,SWAP70,protein_coding,11,9664077,9752993,+,8.59,11.865,11.725,1.381257276,1.364959255,0.067579774,0.036191428,8.24,8.94,13.01,10.72,12.2,11.25
ENSG00000121897,LIAS,protein_coding,4,39459004,39485109,+,8.585,5.095,3.2,0.593476995,0.372743157,0.042218778,0.000213084,10.27,6.9,4.98,5.21,3.08,3.32
ENSG00000140548,ZNF710,protein_coding,15,90001324,90082206,+,8.585,10.455,8.905,1.217821782,1.037274316,0.857149144,0.973818762,6.39,10.78,8.28,12.63,9.15,8.66
ENSG00000141428,C18orf21,protein_coding,18,35972625,35979286,+,8.585,11.67,9.24,1.359347699,1.076295865,0.534103615,0.969507248,7.54,9.63,10.3,13.04,9.6,8.88
ENSG00000139977,NAA30,protein_coding,14,57390544,57415906,+,8.585,8.92,9.71,1.039021549,1.131042516,0.932968889,0.66767025,8.67,8.5,8.61,9.23,9.62,9.8
ENSG00000105849,POLR1F,protein_coding,7,19695461,19709037,-,8.58,6.845,5.185,0.797785548,0.604312354,0.081835179,0.000323794,9.29,7.87,6.74,6.95,4.59,5.78
ENSG00000196227,FAM217B,protein_coding,20,59933764,59948680,+,8.58,7.17,7.99,0.835664336,0.931235431,0.131656038,0.514505008,9.11,8.05,7.08,7.26,7.07,8.91
ENSG00000205517,RGL3,protein_coding,19,11384341,11419328,-,8.575,19.205,29.625,2.239650146,3.454810496,6.31E-05,1.01E-15,8.77,8.38,17.59,20.82,30.13,29.12
ENSG00000100209,HSCB,protein_coding,22,28742039,28757515,+,8.57,9.24,7.015,1.078179697,0.818553092,0.985394877,0.475537484,8.17,8.97,10.06,8.42,6.97,7.06
ENSG00000025039,RRAGD,protein_coding,6,89364616,89412273,-,8.57,10.01,12.625,1.168028005,1.473162194,0.706048629,0.017314128,7.64,9.5,10.44,9.58,11.67,13.58
ENSG00000012822,CALCOCO1,protein_coding,12,53708517,53727745,-,8.57,11.77,23.555,1.373395566,2.748541424,0.303394727,2.50E-13,7.75,9.39,10.05,13.49,21.55,25.56
ENSG00000182224,CYB5D1,protein_coding,17,7857746,7862282,+,8.565,6.96,5.69,0.812609457,0.664331582,0.168753961,0.010730176,8.1,9.03,6.88,7.04,6.48,4.9
ENSG00000108984,MAP2K6,protein_coding,17,69414697,69553865,+,8.56,5.57,2.05,0.650700935,0.239485981,1.47E-05,8.60E-25,8.77,8.35,5.73,5.41,1.59,2.51
ENSG00000185684,EP400P1,transcribed_unprocessed_pseudogene,12,132084275,132131639,+,8.56,7.845,8.67,0.916471963,1.012850467,0.518103022,0.863204579,8.46,8.66,8.55,7.14,8.39,8.95
ENSG00000135637,CCDC142,protein_coding,2,74471986,74483408,-,8.56,9.645,8.845,1.126752336,1.033294393,0.900843666,0.980198117,5.4,11.72,9.23,10.06,7.88,9.81
ENSG00000119844,AFTPH,protein_coding,2,64524299,64593005,+,8.56,9.435,9.455,1.102219626,1.104556075,0.899895941,0.827302064,8.14,8.98,9.01,9.86,9.13,9.78
ENSG00000130787,HIP1R,protein_coding,12,122834453,122862961,+,8.56,10.39,11.775,1.213785047,1.375584112,0.570639244,0.126472985,9.48,7.64,10.57,10.21,10.06,13.49
ENSG00000068354,TBC1D25,protein_coding,X,48539714,48562609,+,8.555,10.095,14.835,1.180011689,1.734073641,0.716332247,0.000200234,8.71,8.4,11.07,9.12,14.76,14.91
ENSG00000110315,RNF141,protein_coding,11,10511673,10541230,-,8.55,8.615,6.71,1.007602339,0.784795322,0.874113258,0.100462271,7.99,9.11,7.93,9.3,6.78,6.64
ENSG00000133812,SBF2,protein_coding,11,9776776,10304877,-,8.55,5.85,7.95,0.684210526,0.929824561,0.00065717,0.45119187,7.76,9.34,5.83,5.87,7.89,8.01
ENSG00000105829,BET1,protein_coding,7,93962762,94004382,-,8.55,9.1,10.415,1.064327485,1.218128655,0.999941865,0.630301118,8.38,8.72,9.19,9.01,11.03,9.8
ENSG00000269242,,protein_coding,19,12643831,12648397,-,8.545,8.02,9.335,0.938560562,1.092451726,0.836539403,0.958030613,8.56,8.53,7.03,9.01,7.4,11.27
